,PLAYER,TEAM,GP,MPG,STL,STPG,STP40M,TO,TOPG,PF,ST/TO,ST/PF,RK,Year
84,"Shabazz Napier, G",CONN,34,34.9,58,1.71,1.96,93,2.74,74,0.62,0.78,85,2014
85,"Isaiah Sykes, G",UCF,30,31.9,51,1.70,2.13,110,3.67,80,0.46,0.64,86,2014
86,"Calvin Newell, G",UCF,30,28.0,51,1.70,2.43,72,2.40,52,0.71,0.98,87,2014
87,"Ke'Ron Brown, G",HAMP,30,25.7,51,1.70,2.65,52,1.73,104,0.98,0.49,88,2014
88,"Rashad Whack, G",MSM,32,33.2,54,1.69,2.03,70,2.19,73,0.77,0.74,89,2014
89,"Aaron Thomas, G",FSU,32,30.7,54,1.69,2.20,77,2.41,75,0.70,0.72,90,2014
90,"Kyle Collinsworth, G",BYU,34,33.4,57,1.68,2.01,89,2.62,82,0.64,0.70,91,2014
91,"Xavier Thames, G",SDSU,33,30.7,55,1.67,2.17,46,1.39,63,1.20,0.87,92,2014
92,"Rian Pearson, G",TOL,33,30.9,55,1.67,2.16,47,1.42,53,1.17,1.04,93,2014
93,"Billy Baron, G",CAN,33,38.9,55,1.67,1.71,96,2.91,35,0.57,1.57,94,2014
94,"Jamal Webb, G",UND,33,25.1,55,1.67,2.65,67,2.03,83,0.82,0.66,95,2014
95,"James Sinclair, G",WCU,33,27.4,55,1.67,2.43,65,1.97,74,0.85,0.74,96,2014
96,"Stephen Croone, G",FUR,30,33.3,50,1.67,2.00,108,3.60,64,0.46,0.78,97,2014
97,"Martez Harrison, G",UMKC,30,32.4,50,1.67,2.06,92,3.07,89,0.54,0.56,98,2014
98,"Karl Cochran, G",WOF,32,30.5,53,1.66,2.17,62,1.94,71,0.85,0.75,99,2014
99,"Eric Green, F",HC,32,29.9,53,1.66,2.21,50,1.56,51,1.06,1.04,100,2014
0,"Corey Walden, G",EKY,29,34.3,90,3.10,3.62,68,2.34,70,1.32,1.29,1,2015
1,"Gary Payton II, G",ORST,31,36.3,95,3.06,3.38,59,1.90,84,1.61,1.13,2,2015
2,"Roderick Bobbitt, G",HAW,35,33.0,100,2.86,3.46,96,2.74,102,1.04,0.98,3,2015
3,"Kris Dunn, G",PROV,32,34.1,89,2.78,3.27,131,4.09,96,0.68,0.93,4,2015
4,"Kevin Hardy, G",MCNS,31,37.2,85,2.74,2.95,53,1.71,77,1.60,1.10,5,2015
5,"Mikh McKinney, G",SAC,30,37.0,77,2.57,2.77,62,2.07,52,1.24,1.48,6,2015
6,"Denzel Livingston, G",IW,28,37.4,71,2.54,2.72,75,2.68,85,0.95,0.84,7,2015
7,"Jelani Hewitt, G",GASO,31,35.1,77,2.48,2.83,80,2.58,57,0.96,1.35,8,2015
8,"Tevin Hammond, G",ARPB,32,31.1,78,2.44,3.14,95,2.97,98,0.82,0.80,9,2015
9,"Paris Lee, G",ILST,32,29.7,78,2.44,3.28,64,2.00,60,1.22,1.30,10,2015
10,"Pierria Henry, G",CHAR,32,31.3,76,2.38,3.03,79,2.47,81,0.96,0.94,11,2015
11,"Tre Hagood, G",PV,33,35.0,78,2.36,2.70,112,3.39,72,0.70,1.08,12,2015
12,"Mandell Thomas, G",FOR,31,34.4,73,2.35,2.74,67,2.16,83,1.09,0.88,13,2015
13,"Chavaughn Lewis, F",MRST,29,35.7,67,2.31,2.59,104,3.59,71,0.64,0.94,14,2015
14,"Alex Barlow, G",BUT,32,33.6,70,2.19,2.60,62,1.94,95,1.13,0.74,15,2015
15,"Devin Patterson, G",OMA,27,30.5,59,2.19,2.87,83,3.07,63,0.71,0.94,16,2015
16,"R.J. Hunter, G",GAST,33,36.8,72,2.18,2.37,75,2.27,80,0.96,0.90,17,2015
17,"James Sinclair, G",WCU,31,38.1,67,2.16,2.27,76,2.45,65,0.88,1.03,18,2015
18,"Jalan West, G",NWST,31,34.4,66,2.13,2.48,89,2.87,62,0.74,1.06,19,2015
19,"Emmy Andujar, F",MAN,31,32.0,65,2.10,2.62,125,4.03,89,0.52,0.73,20,2015
20,"Josh Richardson, G",TENN,32,36.3,67,2.09,2.31,85,2.66,79,0.79,0.85,21,2015
21,"Ty Greene, G",UPST,33,33.8,69,2.09,2.47,42,1.27,54,1.64,1.28,22,2015
22,"T.J. McConnell, G",ARIZ,34,29.9,71,2.09,2.79,67,1.97,63,1.06,1.13,23,2015
23,"Marcel Mosley, G",ARPB,28,35.6,58,2.07,2.33,97,3.46,53,0.60,1.09,24,2015
24,"Alex Caruso, G",TAMU,31,31.2,64,2.06,2.64,95,3.06,65,0.67,0.98,25,2015
25,"Delon Wright, G",UTAH,32,33.1,66,2.06,2.50,57,1.78,40,1.16,1.65,26,2015
26,"Chris Jones, G",LOU,26,31.0,53,2.04,2.63,60,2.31,68,0.88,0.78,27,2015
27,"J.J. Avila, F",CSU,30,32.1,61,2.03,2.54,83,2.77,79,0.73,0.77,28,2015
28,"Marquis Wright, G",SIE,31,36.6,63,2.03,2.22,78,2.52,80,0.81,0.79,29,2015
29,"Marvelle Harris, G",FRES,32,36.5,65,2.03,2.23,85,2.66,96,0.76,0.68,30,2015
30,"Terry Rozier, G",LOU,32,34.3,65,2.03,2.37,69,2.16,55,0.94,1.18,31,2015
31,"Cameron Payne, G",MURR,32,32.4,65,2.03,2.51,79,2.47,63,0.82,1.03,32,2015
32,"Pee Wee Gardner, G",AMER,33,38.5,67,2.03,2.11,85,2.58,76,0.79,0.88,33,2015
33,"Jordan Fouse, G",GB,32,32.8,64,2.00,2.44,55,1.72,88,1.16,0.73,34,2015
34,"Kay Felder, G",OAK,32,38.5,64,2.00,2.08,133,4.16,80,0.48,0.80,35,2015
35,"Jamel Waters, G",ALST,29,32.4,58,2.00,2.47,71,2.45,69,0.82,0.84,36,2015
36,"Speedy Smith, G",LT,33,33.2,65,1.97,2.38,79,2.39,79,0.82,0.82,37,2015
37,"Will Cummings, G",TEM,32,34.0,63,1.97,2.32,64,2.00,75,0.98,0.84,38,2015
38,"Brent Jones, G",SFNY,34,34.0,66,1.94,2.29,116,3.41,65,0.57,1.02,39,2015
39,"Norman Powell, G",UCLA,33,34.2,64,1.94,2.27,70,2.12,82,0.91,0.78,40,2015
40,"DeAndre Mathieu, G",MINN,33,28.4,64,1.94,2.74,54,1.64,75,1.19,0.85,41,2015
41,"Shaquille Harrison, G",TLSA,32,31.3,62,1.94,2.48,75,2.34,77,0.83,0.81,42,2015
42,"Phil Forte III, G",OKST,31,33.5,60,1.94,2.31,60,1.94,41,1.00,1.46,43,2015
43,"Dre Wills, G",UVM,31,27.2,60,1.94,2.85,61,1.97,80,0.98,0.75,44,2015
44,"DeAndre Bembry, F",JOES,31,38.6,60,1.94,2.01,89,2.87,73,0.67,0.82,45,2015
45,"Christopher Anderson, G",USD,30,32.4,58,1.93,2.38,85,2.83,75,0.68,0.77,46,2015
46,"Brent Arrington, G",MORE,34,28.1,65,1.91,2.72,65,1.91,107,1.00,0.61,47,2015
47,"Leron Fisher, G",LONG,34,27.3,65,1.91,2.80,68,2.00,78,0.96,0.83,48,2015
48,"Sir'Dominic Pointer, G",SJU,32,34.5,61,1.91,2.21,62,1.94,95,0.98,0.64,49,2015
49,"Fred Miller, G",UPST,32,31.8,61,1.91,2.40,89,2.78,72,0.69,0.85,50,2015
50,"Anthony Hickey Jr., G",OKST,31,29.7,59,1.90,2.57,49,1.58,73,1.20,0.81,51,2015
51,"Wesley Davis, G",TXST,29,28.8,55,1.90,2.64,44,1.52,74,1.25,0.74,52,2015
52,"Mike Martin, G",UCA,28,33.1,53,1.89,2.29,97,3.46,86,0.55,0.62,53,2015
53,"Marcquise Reed, G",RMU,33,27.4,62,1.88,2.74,87,2.64,68,0.71,0.91,54,2015
54,"Angel Rodriguez, G",MIA,31,28.9,58,1.87,2.59,73,2.35,84,0.79,0.69,55,2015
55,"Michael Gbinije, F",SYR,30,35.0,56,1.87,2.13,64,2.13,84,0.88,0.67,56,2015
56,"Shaun Lawton, G",MAINE,29,31.6,54,1.86,2.36,76,2.62,79,0.71,0.68,57,2015
57,"Marco Banegas-Flores, G",UML,27,27.7,50,1.85,2.68,55,2.04,51,0.91,0.98,58,2015
58,"Mike Caffey, G",LBSU,33,32.5,61,1.85,2.27,88,2.67,65,0.69,0.94,59,2015
59,"Kyle Collinsworth, G",BYU,32,31.0,59,1.84,2.38,91,2.84,69,0.65,0.86,60,2015
60,"Jevon Carter, G",WVU,32,24.0,59,1.84,3.07,35,1.09,60,1.69,0.98,61,2015
61,"Terry Tarpey, G",W&M;,31,31.3,57,1.84,2.35,52,1.68,71,1.10,0.80,62,2015
62,"Terel Hall, G",SAV,30,28.3,55,1.83,2.59,73,2.43,67,0.75,0.82,63,2015
63,"Wesley Saunders, G",HARV,29,34.2,53,1.83,2.14,76,2.62,64,0.70,0.83,64,2015
64,"Arlon Harper, G",CHSO,29,30.8,53,1.83,2.38,45,1.55,62,1.18,0.85,65,2015
65,"Alex Hamilton, G",LT,33,31.0,60,1.82,2.35,73,2.21,61,0.82,0.98,66,2015
66,"Monte Morris, G",ISU,33,33.8,60,1.82,2.15,35,1.06,43,1.71,1.40,67,2015
67,"Martez Harrison, G",UMKC,33,32.5,60,1.82,2.24,86,2.61,89,0.70,0.67,68,2015
68,"Fred VanVleet, G",WICH,32,31.0,58,1.81,2.34,53,1.66,45,1.09,1.29,69,2015
69,"Derek Jackson, G",KENT,31,34.6,56,1.81,2.09,47,1.52,53,1.19,1.06,70,2015
70,"Trevor Cooney, G",SYR,31,37.3,56,1.81,1.94,46,1.48,48,1.22,1.17,71,2015
71,"Derrick Marks, G",BSU,31,31.0,56,1.81,2.33,66,2.13,69,0.85,0.81,72,2015
72,"Karl Cochran, G",WOF,34,31.1,61,1.79,2.31,54,1.59,64,1.13,0.95,73,2015
73,"Cedric Hankerson, G",BU,29,33.9,52,1.79,2.12,78,2.69,85,0.67,0.61,74,2015
74,"Jordan Sibert, G",DAY,33,33.9,59,1.79,2.11,61,1.85,66,0.97,0.89,75,2015
75,"Darrun Hilliard, G",NOVA,33,28.8,59,1.79,2.49,40,1.21,75,1.48,0.79,76,2015
76,"Drew Brandon, G",EWU,33,33.3,59,1.79,2.15,62,1.88,78,0.95,0.76,77,2015
77,"Nate Mason, G",MINN,33,26.1,59,1.79,2.74,37,1.12,58,1.59,1.02,78,2015
78,"John Jordan, G",AMCC,32,35.7,57,1.78,1.99,84,2.63,66,0.68,0.86,79,2015
79,"Mario Dunn, G",MONT,32,31.9,57,1.78,2.23,81,2.53,81,0.70,0.70,80,2015
80,"Bernard Thompson, G",FGCU,31,32.1,55,1.77,2.21,48,1.55,64,1.15,0.86,81,2015
81,"James Daniel, G",HOW,31,31.5,55,1.77,2.25,108,3.48,56,0.51,0.98,82,2015
82,"Damon Lynn, G",NJIT,29,36.0,51,1.76,1.95,89,3.07,59,0.57,0.86,83,2015
83,"Kelton Ford, G",TROY,29,25.7,51,1.76,2.74,63,2.17,72,0.81,0.71,84,2015
84,"Darian Anderson, G",FDU,29,29.2,51,1.76,2.41,75,2.59,82,0.68,0.62,85,2015
85,"Shannon Scott, G",OSU,33,30.1,58,1.76,2.34,76,2.30,49,0.76,1.18,86,2015
86,"Carlos Morris, G",MINN,33,25.6,58,1.76,2.74,69,2.09,61,0.84,0.95,87,2015
87,"Obi Emegano, G",ORU,32,34.1,56,1.75,2.05,85,2.66,64,0.66,0.88,88,2015
88,"Myles Mack, G",RUTG,32,35.4,56,1.75,1.98,78,2.44,48,0.72,1.17,89,2015
89,"Teddy Okereafor, G",RID,32,34.2,56,1.75,2.05,80,2.50,40,0.70,1.40,90,2015
90,"Javonte Green, F",RAD,32,26.3,56,1.75,2.67,64,2.00,78,0.88,0.72,91,2015
91,"Stefan Moody, G",MISS,32,28.4,56,1.75,2.46,60,1.88,82,0.93,0.68,92,2015
92,"Deville Smith, G",UTM,30,35.9,52,1.73,1.93,86,2.87,61,0.60,0.85,93,2015
93,"Keon Lewis, G",UTSA,30,33.5,52,1.73,2.07,62,2.07,59,0.84,0.88,94,2015
94,"Isaac McGlone, G",EKY,30,28.8,52,1.73,2.40,32,1.07,66,1.63,0.79,95,2015
95,"Andre Walker, G",L-MD,30,27.9,52,1.73,2.49,71,2.37,90,0.73,0.58,96,2015
96,"Richie Lewis, G",NICH,26,25.8,45,1.73,2.68,76,2.92,70,0.59,0.64,97,2015
97,"Kasey Shepherd, G",ULL,33,19.7,57,1.73,3.50,64,1.94,43,0.89,1.33,98,2015
98,"Shannon Evans II, G",BUFF,32,34.4,55,1.72,2.00,82,2.56,68,0.67,0.81,99,2015
99,"Cam Griffin, G",DEN,28,33.2,48,1.71,2.06,62,2.21,70,0.77,0.69,100,2015
0,"Tra-Deon Hollins, G",OMA,31,32.2,125,4.03,5.01,93,3.00,81,1.34,1.54,1,2016
1,"Hameed Ali, G",AMCC,32,30.5,88,2.75,3.60,65,2.03,80,1.35,1.10,2,2016
2,"Carrington Love, G",GB,35,32.5,90,2.57,3.16,59,1.69,67,1.53,1.34,3,2016
3,"Kris Dunn, G",PROV,31,33.4,79,2.55,3.05,110,3.55,85,0.72,0.93,4,2016
4,"Patrick McCaw, G",UNLV,33,33.7,81,2.45,2.91,68,2.06,73,1.19,1.11,5,2016
5,"Gary Payton II, G",ORST,31,34.1,76,2.45,2.88,73,2.35,83,1.04,0.92,6,2016
6,"Christopher Hyder, G",SOU,34,35.9,83,2.44,2.72,58,1.71,80,1.43,1.04,7,2016
7,"Ethan Telfair, G",IDST,31,35.7,74,2.39,2.67,112,3.61,78,0.66,0.95,8,2016
8,"Tahjere McCall, G",TNST,30,29.7,68,2.27,3.05,95,3.17,98,0.72,0.69,9,2016
9,"Maodo Lo, G",CLMB,31,32.7,70,2.26,2.76,68,2.19,69,1.03,1.01,10,2016
10,"Malcolm Bernard, G",FAMU,28,32.4,63,2.25,2.78,98,3.50,83,0.64,0.76,11,2016
11,"Justin Robinson, G",MONM,34,32.7,76,2.24,2.73,76,2.24,52,1.00,1.46,12,2016
12,"Justin Browning, F",WCU,32,31.3,71,2.22,2.84,60,1.88,110,1.18,0.65,13,2016
13,"Roderick Bobbitt, G",HAW,31,34.0,68,2.19,2.58,90,2.90,81,0.76,0.84,14,2016
14,"Marvelle Harris, G",FRES,34,36.6,74,2.18,2.38,74,2.18,100,1.00,0.74,15,2016
15,"Mandell Thomas, G",FOR,25,28.2,54,2.16,3.07,37,1.48,48,1.46,1.13,16,2016
16,"Marcus Evans, G",RICE,32,33.5,69,2.16,2.57,101,3.16,92,0.68,0.75,17,2016
17,"Mike Hughes, G",GASO,30,30.2,63,2.10,2.78,62,2.07,77,1.02,0.82,18,2016
18,"Malique Trent, G",TCU,30,28.4,63,2.10,2.96,84,2.80,91,0.75,0.69,19,2016
19,"Thomas Walkup, F",SFA,32,29.3,67,2.09,2.86,56,1.75,87,1.20,0.77,20,2016
20,"Ahmad Thomas, G",UNCA,33,27.9,69,2.09,2.99,68,2.06,92,1.01,0.75,21,2016
21,"Jordan Fouse, G",GB,35,31.5,73,2.09,2.64,76,2.17,105,0.96,0.70,22,2016
22,"Joseph Chartouny, G",FOR,25,32.6,52,2.08,2.56,70,2.80,60,0.74,0.87,23,2016
23,"Terry Tarpey, G",W&M;,30,30.2,62,2.07,2.74,55,1.83,57,1.13,1.09,24,2016
24,"James Daniel, G",HOW,30,37.2,62,2.07,2.22,123,4.10,62,0.50,1.00,25,2016
25,"Alex Hamilton, G",LT,32,35.2,65,2.03,2.31,101,3.16,51,0.64,1.27,26,2016
26,"Kay Felder, G",OAK,32,36.8,65,2.03,2.21,110,3.44,99,0.59,0.66,27,2016
27,"Laquincy Rideau, G",WEBB,33,15.8,67,2.03,5.12,55,1.67,92,1.22,0.73,28,2016
28,"Alex Caruso, G",TAMU,34,28.4,69,2.03,2.85,75,2.21,84,0.92,0.82,29,2016
29,"Tim Bond, G",EMU,33,30.8,66,2.00,2.59,63,1.91,94,1.05,0.70,30,2016
30,"DeSean Murray, F",PRE,31,29.1,62,2.00,2.75,95,3.06,94,0.65,0.66,31,2016
31,"Kyle Collinsworth, G",BYU,33,34.1,65,1.97,2.31,112,3.39,67,0.58,0.97,32,2016
32,"John Konchar, G",IPFW,33,35.5,65,1.97,2.22,50,1.52,80,1.30,0.81,33,2016
33,"Ben Simmons, F",LSU,33,34.9,65,1.97,2.26,111,3.36,92,0.59,0.71,34,2016
34,"Michael Gbinije, F",SYR,32,37.9,63,1.97,2.08,92,2.88,88,0.68,0.72,35,2016
35,"Geno Luzcando, G",IDST,31,30.6,61,1.97,2.57,84,2.71,91,0.73,0.67,36,2016
36,"Geno Crandall, G",UND,30,29.8,59,1.97,2.64,91,3.03,106,0.65,0.56,37,2016
37,"Matty McConnell, G",RMU,29,29.8,57,1.97,2.64,27,0.93,47,2.11,1.21,38,2016
38,"Jeremy Morgan, G",UNI,34,31.7,66,1.94,2.45,46,1.35,78,1.43,0.85,39,2016
39,"Doug Brooks, G",VCU,34,16.3,66,1.94,4.77,24,0.71,92,2.75,0.72,40,2016
40,"Rashun Davis, G",RAD,31,31.5,60,1.94,2.46,91,2.94,77,0.66,0.78,41,2016
41,"Cleon Roberts, G",LAS,31,36.7,60,1.94,2.11,55,1.77,86,1.09,0.70,42,2016
42,"Austin Tillotson, G",COLG,30,34.7,58,1.93,2.23,72,2.40,56,0.81,1.04,43,2016
43,"Shaquille Harrison, G",TLSA,31,32.4,59,1.90,2.35,65,2.10,65,0.91,0.91,44,2016
44,"Christavious Gill, G",UNO,30,30.2,57,1.90,2.51,51,1.70,55,1.12,1.04,45,2016
45,"Shaun Lawton, G",MAINE,24,24.8,45,1.88,3.03,52,2.17,70,0.87,0.64,46,2016
46,"Quinton Hooker, G",UND,31,35.4,58,1.87,2.12,57,1.84,70,1.02,0.83,47,2016
47,"Jack Gibbs, G",DAV,30,35.4,56,1.87,2.11,98,3.27,56,0.57,1.00,48,2016
48,"Ehab Amin, G",AMCC,32,18.1,59,1.84,4.08,53,1.66,64,1.11,0.92,49,2016
49,"Dedrick Basile, G",CSB,32,29.3,59,1.84,2.52,58,1.81,77,1.02,0.77,50,2016
50,"Devin Patterson, G",OMA,31,32.6,57,1.84,2.26,83,2.68,78,0.69,0.73,51,2016
51,"Brendan Westendorf, G",SEA,30,32.1,55,1.83,2.29,96,3.20,63,0.57,0.87,52,2016
52,"Monte Morris, G",ISU,32,38.1,58,1.81,1.90,54,1.69,51,1.07,1.14,53,2016
53,"Darian Anderson, G",FDU,32,33.1,58,1.81,2.19,100,3.13,80,0.58,0.73,54,2016
54,"Ethan Happ, F",WIS,32,27.9,58,1.81,2.60,67,2.09,96,0.87,0.60,55,2016
55,"Raeford Worsham, G",JKST,33,31.5,59,1.79,2.27,69,2.09,91,0.86,0.65,56,2016
56,"Paris Collins, G",JKST,33,30.1,59,1.79,2.38,64,1.94,81,0.92,0.73,57,2016
57,"Dejounte Murray, G",WASH,32,33.3,57,1.78,2.14,101,3.16,86,0.56,0.66,58,2016
58,"Jabari Sandifer, G",WIU,27,32.6,48,1.78,2.18,63,2.33,72,0.76,0.67,59,2016
59,"Corey Sanders, G",RUTG,27,33.4,48,1.78,2.13,83,3.07,47,0.58,1.02,60,2016
60,"Calaen Robinson, G",PRST,31,28.5,55,1.77,2.49,59,1.90,69,0.93,0.80,61,2016
61,"Jamel Waters, G",ALST,31,33.0,55,1.77,2.15,80,2.58,65,0.69,0.85,62,2016
62,"Kavon Stewart, G",RMU,31,31.0,55,1.77,2.29,99,3.19,86,0.56,0.64,63,2016
63,"Payton Hulsey, G",COFC,31,28.7,55,1.77,2.47,46,1.48,79,1.20,0.70,64,2016
64,"Martin Hermannsson, G",LIU,31,36.2,55,1.77,1.96,68,2.19,65,0.81,0.85,65,2016
65,"Kris Yanku, G",NAU,29,31.3,51,1.76,2.24,95,3.28,75,0.54,0.68,66,2016
66,"Mitchell Badillo, G",IW,29,31.6,51,1.76,2.23,67,2.31,70,0.76,0.73,67,2016
67,"Justin Edwards, G",KSU,33,31.6,58,1.76,2.23,72,2.18,72,0.81,0.81,68,2016
68,"Bryant Crawford, G",WAKE,30,31.7,52,1.73,2.19,106,3.53,91,0.49,0.57,69,2016
69,"Jaylen Franklin, G",ACU,30,29.4,52,1.73,2.36,85,2.83,84,0.61,0.62,70,2016
70,"Quincy Smith, G",HAW,32,26.3,55,1.72,2.62,46,1.44,65,1.20,0.85,71,2016
71,"Austin Price, G",LEH,32,33.0,55,1.72,2.08,53,1.66,84,1.04,0.65,72,2016
72,"John Brown, F",HP,28,29.6,48,1.71,2.31,48,1.71,60,1.00,0.80,73,2016
73,"Reginald Johnson Jr., G",HAMP,31,36.0,53,1.71,1.90,87,2.81,95,0.61,0.56,74,2016
74,"Jayrn Johnson, G",PV,31,26.0,53,1.71,2.63,55,1.77,93,0.96,0.57,75,2016
75,"Jevon Carter, G",WVU,34,27.7,58,1.71,2.46,54,1.59,84,1.07,0.69,76,2016
76,"Cane Broome, G",SHU,30,37.5,51,1.70,1.81,115,3.83,71,0.44,0.72,77,2016
77,"Isiah Jones, G",SEMO,29,29.8,49,1.69,2.27,69,2.38,81,0.71,0.60,78,2016
78,"Paris Lee, G",ILST,32,30.4,54,1.69,2.22,61,1.91,65,0.89,0.83,79,2016
79,"Darien Fernandez, G",JAC,32,23.1,54,1.69,2.92,46,1.44,90,1.17,0.60,80,2016
80,"Nick Norton, G",UAB,31,27.4,52,1.68,2.45,51,1.65,52,1.02,1.00,81,2016
81,"Jarelle Reischel, G",EKY,30,31.4,50,1.67,2.13,124,4.13,88,0.40,0.57,82,2016
82,"Haiishen McIntyre, G",HP,31,22.1,51,1.65,2.97,30,0.97,57,1.70,0.89,83,2016
83,"Devon Bookert, G",FSU,31,26.1,51,1.65,2.52,42,1.35,60,1.21,0.85,84,2016
84,"Derrick Walton Jr., G",MICH,31,33.6,51,1.65,1.96,62,2.00,59,0.82,0.86,85,2016
85,"Damon Lynn, G",NJIT,31,37.6,51,1.65,1.75,65,2.10,39,0.78,1.31,86,2016
86,"Tookie Brown, G",GASO,31,30.8,51,1.65,2.13,69,2.23,81,0.74,0.63,87,2016
87,"Juan'ya Green, G",HOF,33,37.6,54,1.64,1.74,97,2.94,77,0.56,0.70,88,2016
88,"Lester Medford, G",BAY,33,32.4,54,1.64,2.02,78,2.36,84,0.69,0.64,89,2016
89,"Cullen Russo, F",FRES,33,25.6,54,1.64,2.55,38,1.15,103,1.42,0.52,90,2016
90,"Devonte Hall, G",NWST,27,29.1,44,1.63,2.24,80,2.96,74,0.55,0.59,91,2016
91,"Terry Allen, F",RICH,32,33.3,52,1.63,1.95,59,1.84,83,0.88,0.63,92,2016
92,"Jabril Durham, G",ARK,32,27.8,52,1.63,2.34,57,1.78,70,0.91,0.74,93,2016
93,"Thomas Wilder, G",WMU,32,31.8,52,1.63,2.05,66,2.06,85,0.79,0.61,94,2016
94,"Tre' McLean, F",CHAT,34,31.1,55,1.62,2.08,73,2.15,77,0.75,0.71,95,2016
95,"Malik Gill, G",DART,26,17.7,42,1.62,3.66,51,1.96,42,0.82,1.00,96,2016
96,"Antonius Cleveland, G",SEMO,26,31.4,42,1.62,2.06,60,2.31,72,0.70,0.58,97,2016
97,"P.J. Boutte, G",CIT,31,25.3,50,1.61,2.55,81,2.61,75,0.62,0.67,98,2016
98,"Keith Carter, G",VALP,31,28.3,50,1.61,2.28,45,1.45,71,1.11,0.70,99,2016
99,"Desi Rodriguez, F",HALL,33,26.0,53,1.61,2.47,56,1.70,63,0.95,0.84,100,2016
0,"Luwane Pipkins, G",UMASS,3,30.3,14,4.67,6.15,6,2.00,7,2.33,2.00,1,2017
1,"Laquincy Rideau, G",WEBB,2,33.5,9,4.50,5.37,10,5.00,6,0.90,1.50,2,2017
2,"Ethan Telfair, G",IDST,2,39.0,9,4.50,4.62,10,5.00,8,0.90,1.13,3,2017
3,"Martez Harrison, G",UMKC,2,32.0,8,4.00,5.00,7,3.50,6,1.14,1.33,4,2017
4,"Ehab Amin, G",AMCC,2,24.5,8,4.00,6.53,11,5.50,5,0.73,1.60,5,2017
5,"K'Ja Johnson, G",FAMU,2,19.0,8,4.00,8.42,5,2.50,4,1.60,2.00,6,2017
6,"Cheddi Mosely, G",BU,1,34.0,4,4.00,4.71,1,1.00,3,4.00,1.33,7,2017
7,"Tahjere McCall, G",TNST,3,30.3,11,3.67,4.84,14,4.67,11,0.79,1.00,8,2017
8,"Jay Wright, G",ULL,3,29.0,11,3.67,5.06,7,2.33,4,1.57,2.75,9,2017
9,"Diante Baldwin, G",UNCG,2,32.5,7,3.50,4.31,5,2.50,5,1.40,1.40,10,2017
10,"Bo Zeigler, F",USF,2,31.0,7,3.50,4.52,8,4.00,8,0.88,0.88,11,2017
11,"Deshon Taylor, G",FRES,2,24.5,7,3.50,5.71,2,1.00,4,3.50,1.75,12,2017
12,"Jacobi Boykins, G",LT,2,23.0,7,3.50,6.09,3,1.50,6,2.33,1.17,13,2017
13,"Joey Frenchwood, G",LAM,2,26.5,7,3.50,5.28,3,1.50,5,2.33,1.40,14,2017
14,"Josh Robinson, G",PEAY,2,35.0,7,3.50,4.00,5,2.50,1,1.40,7.00,15,2017
15,"Dikembe Dixson, F",UIC,2,29.5,7,3.50,4.75,7,3.50,4,1.00,1.75,16,2017
16,"Jeremiah Martin, G",MEM,2,34.0,7,3.50,4.12,3,1.50,3,2.33,2.33,17,2017
17,"Shizz Alston Jr., G",TEM,3,38.0,10,3.33,3.51,2,0.67,4,5.00,2.50,18,2017
18,"Preston Parks, G",CIT,3,23.0,10,3.33,5.80,13,4.33,9,0.77,1.11,19,2017
19,"Jajuan Johnson, G",MARQ,3,26.7,9,3.00,4.50,3,1.00,7,3.00,1.29,20,2017
20,"Zach Lofton, G",TXSO,3,31.3,9,3.00,3.83,4,1.33,10,2.25,0.90,21,2017
21,"Jawun Evans, G",OKST,3,25.3,9,3.00,4.74,6,2.00,6,1.50,1.50,22,2017
22,"Malik Maitland, G",MORE,3,24.7,9,3.00,4.86,5,1.67,8,1.80,1.13,23,2017
23,"Maurice Watson Jr., G",CREI,2,35.0,6,3.00,3.43,12,6.00,3,0.50,2.00,24,2017
24,"John Dawson, G",LIB,2,24.0,6,3.00,5.00,4,2.00,7,1.50,0.86,25,2017
25,"Jaron Hopkins, G",FRES,2,29.5,6,3.00,4.07,4,2.00,6,1.50,1.00,26,2017
26,"Scoochie Smith, G",DAY,2,29.5,6,3.00,4.07,6,3.00,6,1.00,1.00,27,2017
27,"Jeremy Morgan, G",UNI,2,28.0,6,3.00,4.29,2,1.00,2,3.00,3.00,28,2017
28,"Doug Brooks, G",VCU,2,26.5,6,3.00,4.53,2,1.00,6,3.00,1.00,29,2017
29,"Jalen Hayes, F",OAK,2,32.5,6,3.00,3.69,2,1.00,4,3.00,1.50,30,2017
30,"Troy Caupain, G",CIN,2,31.0,6,3.00,3.87,4,2.00,3,1.50,2.00,31,2017
31,"Quinton Hooker, G",UND,2,34.0,6,3.00,3.53,2,1.00,2,3.00,3.00,32,2017
32,"Jordan Howard, G",UCA,2,31.0,6,3.00,3.87,5,2.50,4,1.20,1.50,33,2017
33,"Jaylen Adams, G",SBON,2,35.0,6,3.00,3.43,9,4.50,7,0.67,0.86,34,2017
34,"Cameron Morse, G",YSU,2,34.5,6,3.00,3.48,5,2.50,6,1.20,1.00,35,2017
35,"Jaylen Fisher, G",TCU,2,27.0,6,3.00,4.44,4,2.00,2,1.50,3.00,36,2017
36,"Torey Noel, G",LAM,2,20.5,6,3.00,5.85,1,0.50,5,6.00,1.20,37,2017
37,"Jon Severe, G",IONA,1,28.0,3,3.00,4.29,3,3.00,3,1.00,1.00,38,2017
38,"Roland Nyama, G",STON,1,25.0,3,3.00,4.80,2,2.00,2,1.50,1.50,39,2017
