,RK,PLAYER,TEAM,GP,PPG,3PM,3PA,total_3PM,total_3PA,3P%,2PM,2PA,2P%,PPS,FG%
2002,3,"Brian Green, G",USU,33,7.6,1.6,3,52,104,0.5,37,83.0,0.446,1.34,0.615
2003,4,"Chase Hallam, G",DEN,32,10.1,1.4,3,45,91,0.495,67,121.0,0.554,1.53,0.634
2004,5,"Angelo Caloiaro, F",SF,30,8.9,1.8,4,55,112,0.491,31,61.0,0.508,1.55,0.656
2005,6,"Colby Wohlleb, G",GASO,27,8.1,2.2,5,60,123,0.488,10,27.0,0.37,1.45,0.667
2006,7,"Jon Jaques, F",COR,28,6.9,1.4,3,39,80,0.488,29,49.0,0.592,1.5,0.678
2007,8,"Ray Kraemer, G",NEV,32,6.2,1.8,4,57,117,0.487,11,20.0,0.55,1.45,0.704
2008,9,"Carlos Strong, G",BU,32,10.1,1.6,3,52,107,0.486,51,113.0,0.451,1.46,0.586
2009,10,"Maurice Acker, G",MARQ,33,8.5,1.5,3,48,100,0.48,50,121.0,0.413,1.28,0.552
2010,11,"John Jenkins, G",VAN,30,10.9,2.3,5,70,146,0.479,35,78.0,0.449,1.46,0.625
2011,12,"Jared Stohl, G",PORT,31,11.5,3.1,6,95,199,0.477,20,50.0,0.4,1.44,0.653
2012,13,"Darius Johnson-Odom, G",MARQ,33,12.8,2.2,5,72,152,0.474,74,174.0,0.425,1.3,0.558
2013,14,"Blake Hoffarber, G",MINN,34,10.1,2.4,5,83,176,0.472,34,57.0,0.596,1.48,0.68
2014,15,"Matt Dorr, G",USD,31,5.7,1.4,3,44,94,0.468,16,42.0,0.381,1.31,0.603
2015,16,"Anthony Allison, G",SEMO,30,10.1,1.2,3,36,77,0.468,68,190.0,0.358,1.13,0.457
2016,17,"Tommy Freeman, F",OHIO,35,10.1,2.4,5,84,180,0.467,19,41.0,0.463,1.6,0.656
2017,18,"Jim Mower, G",LAF,32,13.8,2.9,6,92,198,0.465,57,136.0,0.419,1.32,0.584
2018,19,"James Nunnally, G",UCSB,28,15.0,1.6,4,46,99,0.465,85,183.0,0.464,1.49,0.546
2019,20,"Anthony Johnson, G",MONT,31,19.6,1.5,3,45,97,0.464,138,265.0,0.521,1.68,0.568
2020,21,"Tyrel Reed, G",KU,34,4.9,1.1,2,38,82,0.463,18,32.0,0.563,1.45,0.658
2021,22,"Michael Culpo, G",LIU,31,7.7,2.0,4,62,134,0.463,19,55.0,0.345,1.26,0.593
2022,23,"Ryan Staudacher, G",MONT,31,8.6,2.2,5,68,147,0.463,24,52.0,0.462,1.35,0.633
2023,24,"Garrett Leffelman, G",BRWN,31,7.5,1.2,3,37,80,0.463,45,71.0,0.634,1.53,0.666
2024,25,"Juan Fernandez, G",TEM,33,12.6,2.2,5,71,154,0.461,71,181.0,0.392,1.24,0.53
2025,26,"Aaron Thompson, F",CSF,31,11.2,1.5,3,47,102,0.461,70,137.0,0.511,1.45,0.588
2026,27,"Geoff Reeves, G",COR,31,5.4,1.3,3,39,85,0.459,19,32.0,0.594,1.44,0.662
2027,28,"Isaiah Canaan, G",MURR,34,10.3,1.4,3,48,105,0.457,65,124.0,0.524,1.53,0.598
2028,29,"Ben Botts, G",IPFW,31,11.0,2.0,4,63,138,0.457,48,130.0,0.369,1.27,0.532
2029,30,"Chris Wroblewski, G",COR,31,8.9,1.6,4,51,112,0.455,36,88.0,0.409,1.39,0.563
2030,31,"Kyle Odister, G",CP,31,7.8,1.5,3,45,99,0.455,40,101.0,0.396,1.22,0.538
2031,32,"Dave Buchberger, G",LEH,31,6.2,1.2,3,38,84,0.452,27,51.0,0.529,1.42,0.622
2032,33,"Mike Evanovich, F",FAIR,32,6.9,1.7,4,55,122,0.451,18,41.0,0.439,1.36,0.617
2033,34,"Dwight Thorne II, G",COLO,30,7.5,1.1,2,32,71,0.451,34,75.0,0.453,1.53,0.562
2034,35,"Eric Hayes, G",MD,31,11.1,1.9,4,59,131,0.45,61,109.0,0.56,1.43,0.623
2035,36,"Austin Freeman, G",GTWN,32,16.7,1.8,4,58,129,0.45,139,243.0,0.572,1.44,0.608
2036,37,"Niko Scott, G",CLMB,28,9.3,1.8,4,49,109,0.45,33,75.0,0.44,1.41,0.579
2037,38,"Rudy Meo, G",UCRV,25,5.2,1.0,2,26,58,0.448,14,32.0,0.438,1.43,0.589
2038,39,"Jimmer Fredette, G",BYU,32,21.7,2.3,5,73,163,0.448,134,289.0,0.464,1.53,0.539
2039,40,"Justin Robinson, G",RID,33,13.3,1.9,4,64,143,0.448,82,203.0,0.404,1.27,0.514
2040,41,"Mickey McConnell, G",SMC,31,13.7,2.2,4,67,130,0.515,78,152.0,0.513,1.51,0.633
2041,42,"Ricky Davison, G",UALR,28,5.8,1.3,3,36,70,0.514,13,48.0,0.271,1.37,0.568
2042,43,"Brian Green, G",USU,33,7.6,1.6,3,52,104,0.5,37,83.0,0.446,1.34,0.615
2043,44,"Chase Hallam, G",DEN,32,10.1,1.4,3,45,91,0.495,67,121.0,0.554,1.53,0.634
2044,45,"Angelo Caloiaro, F",SF,30,8.9,1.8,4,55,112,0.491,31,61.0,0.508,1.55,0.656
2045,46,"Colby Wohlleb, G",GASO,27,8.1,2.2,5,60,123,0.488,10,27.0,0.37,1.45,0.667
2046,47,"Jon Jaques, F",COR,28,6.9,1.4,3,39,80,0.488,29,49.0,0.592,1.5,0.678
2047,48,"Ray Kraemer, G",NEV,32,6.2,1.8,4,57,117,0.487,11,20.0,0.55,1.45,0.704
2048,49,"Carlos Strong, G",BU,32,10.1,1.6,3,52,107,0.486,51,113.0,0.451,1.46,0.586
2049,50,"Maurice Acker, G",MARQ,33,8.5,1.5,3,48,100,0.48,50,121.0,0.413,1.28,0.552
2050,51,"John Jenkins, G",VAN,30,10.9,2.3,5,70,146,0.479,35,78.0,0.449,1.46,0.625
2051,52,"Jared Stohl, G",PORT,31,11.5,3.1,6,95,199,0.477,20,50.0,0.4,1.44,0.653
2052,53,"Darius Johnson-Odom, G",MARQ,33,12.8,2.2,5,72,152,0.474,74,174.0,0.425,1.3,0.558
2053,54,"Blake Hoffarber, G",MINN,34,10.1,2.4,5,83,176,0.472,34,57.0,0.596,1.48,0.68
2054,55,"Matt Dorr, G",USD,31,5.7,1.4,3,44,94,0.468,16,42.0,0.381,1.31,0.603
2055,56,"Anthony Allison, G",SEMO,30,10.1,1.2,3,36,77,0.468,68,190.0,0.358,1.13,0.457
2056,57,"Tommy Freeman, F",OHIO,35,10.1,2.4,5,84,180,0.467,19,41.0,0.463,1.6,0.656
2057,58,"Jim Mower, G",LAF,32,13.8,2.9,6,92,198,0.465,57,136.0,0.419,1.32,0.584
2058,59,"James Nunnally, G",UCSB,28,15.0,1.6,4,46,99,0.465,85,183.0,0.464,1.49,0.546
2059,60,"Anthony Johnson, G",MONT,31,19.6,1.5,3,45,97,0.464,138,265.0,0.521,1.68,0.568
2060,61,"Tyrel Reed, G",KU,34,4.9,1.1,2,38,82,0.463,18,32.0,0.563,1.45,0.658
2061,62,"Michael Culpo, G",LIU,31,7.7,2.0,4,62,134,0.463,19,55.0,0.345,1.26,0.593
2062,63,"Ryan Staudacher, G",MONT,31,8.6,2.2,5,68,147,0.463,24,52.0,0.462,1.35,0.633
2063,64,"Garrett Leffelman, G",BRWN,31,7.5,1.2,3,37,80,0.463,45,71.0,0.634,1.53,0.666
2064,65,"Juan Fernandez, G",TEM,33,12.6,2.2,5,71,154,0.461,71,181.0,0.392,1.24,0.53
2065,66,"Aaron Thompson, F",CSF,31,11.2,1.5,3,47,102,0.461,70,137.0,0.511,1.45,0.588
2066,67,"Geoff Reeves, G",COR,31,5.4,1.3,3,39,85,0.459,19,32.0,0.594,1.44,0.662
2067,68,"Isaiah Canaan, G",MURR,34,10.3,1.4,3,48,105,0.457,65,124.0,0.524,1.53,0.598
2068,69,"Ben Botts, G",IPFW,31,11.0,2.0,4,63,138,0.457,48,130.0,0.369,1.27,0.532
2069,70,"Chris Wroblewski, G",COR,31,8.9,1.6,4,51,112,0.455,36,88.0,0.409,1.39,0.563
2070,71,"Kyle Odister, G",CP,31,7.8,1.5,3,45,99,0.455,40,101.0,0.396,1.22,0.538
2071,72,"Dave Buchberger, G",LEH,31,6.2,1.2,3,38,84,0.452,27,51.0,0.529,1.42,0.622
2072,73,"Mike Evanovich, F",FAIR,32,6.9,1.7,4,55,122,0.451,18,41.0,0.439,1.36,0.617
2073,74,"Dwight Thorne II, G",COLO,30,7.5,1.1,2,32,71,0.451,34,75.0,0.453,1.53,0.562
2074,75,"Eric Hayes, G",MD,31,11.1,1.9,4,59,131,0.45,61,109.0,0.56,1.43,0.623
2075,76,"Austin Freeman, G",GTWN,32,16.7,1.8,4,58,129,0.45,139,243.0,0.572,1.44,0.608
2076,77,"Niko Scott, G",CLMB,28,9.3,1.8,4,49,109,0.45,33,75.0,0.44,1.41,0.579
2077,78,"Rudy Meo, G",UCRV,25,5.2,1.0,2,26,58,0.448,14,32.0,0.438,1.43,0.589
2078,79,"Jimmer Fredette, G",BYU,32,21.7,2.3,5,73,163,0.448,134,289.0,0.464,1.53,0.539
2079,80,"Justin Robinson, G",RID,33,13.3,1.9,4,64,143,0.448,82,203.0,0.404,1.27,0.514
2080,81,"Mickey McConnell, G",SMC,31,13.7,2.2,4,67,130,0.515,78,152.0,0.513,1.51,0.633
2081,82,"Ricky Davison, G",UALR,28,5.8,1.3,3,36,70,0.514,13,48.0,0.271,1.37,0.568
2082,83,"Brian Green, G",USU,33,7.6,1.6,3,52,104,0.5,37,83.0,0.446,1.34,0.615
2083,84,"Chase Hallam, G",DEN,32,10.1,1.4,3,45,91,0.495,67,121.0,0.554,1.53,0.634
2084,85,"Angelo Caloiaro, F",SF,30,8.9,1.8,4,55,112,0.491,31,61.0,0.508,1.55,0.656
2085,86,"Colby Wohlleb, G",GASO,27,8.1,2.2,5,60,123,0.488,10,27.0,0.37,1.45,0.667
2086,87,"Jon Jaques, F",COR,28,6.9,1.4,3,39,80,0.488,29,49.0,0.592,1.5,0.678
2087,88,"Ray Kraemer, G",NEV,32,6.2,1.8,4,57,117,0.487,11,20.0,0.55,1.45,0.704
2088,89,"Carlos Strong, G",BU,32,10.1,1.6,3,52,107,0.486,51,113.0,0.451,1.46,0.586
2089,90,"Maurice Acker, G",MARQ,33,8.5,1.5,3,48,100,0.48,50,121.0,0.413,1.28,0.552
2090,91,"John Jenkins, G",VAN,30,10.9,2.3,5,70,146,0.479,35,78.0,0.449,1.46,0.625
2091,92,"Jared Stohl, G",PORT,31,11.5,3.1,6,95,199,0.477,20,50.0,0.4,1.44,0.653
2092,93,"Darius Johnson-Odom, G",MARQ,33,12.8,2.2,5,72,152,0.474,74,174.0,0.425,1.3,0.558
2093,94,"Blake Hoffarber, G",MINN,34,10.1,2.4,5,83,176,0.472,34,57.0,0.596,1.48,0.68
2094,95,"Matt Dorr, G",USD,31,5.7,1.4,3,44,94,0.468,16,42.0,0.381,1.31,0.603
2095,96,"Anthony Allison, G",SEMO,30,10.1,1.2,3,36,77,0.468,68,190.0,0.358,1.13,0.457
2096,97,"Tommy Freeman, F",OHIO,35,10.1,2.4,5,84,180,0.467,19,41.0,0.463,1.6,0.656
2097,98,"Jim Mower, G",LAF,32,13.8,2.9,6,92,198,0.465,57,136.0,0.419,1.32,0.584
2098,99,"James Nunnally, G",UCSB,28,15.0,1.6,4,46,99,0.465,85,183.0,0.464,1.49,0.546
2099,100,"Anthony Johnson, G",MONT,31,19.6,1.5,3,45,97,0.464,138,265.0,0.521,1.68,0.568
2100,101,"Tyrel Reed, G",KU,34,4.9,1.1,2,38,82,0.463,18,32.0,0.563,1.45,0.658
2101,102,"Michael Culpo, G",LIU,31,7.7,2.0,4,62,134,0.463,19,55.0,0.345,1.26,0.593
2102,103,"Ryan Staudacher, G",MONT,31,8.6,2.2,5,68,147,0.463,24,52.0,0.462,1.35,0.633
2103,104,"Garrett Leffelman, G",BRWN,31,7.5,1.2,3,37,80,0.463,45,71.0,0.634,1.53,0.666
2104,105,"Juan Fernandez, G",TEM,33,12.6,2.2,5,71,154,0.461,71,181.0,0.392,1.24,0.53
2105,106,"Aaron Thompson, F",CSF,31,11.2,1.5,3,47,102,0.461,70,137.0,0.511,1.45,0.588
2106,107,"Geoff Reeves, G",COR,31,5.4,1.3,3,39,85,0.459,19,32.0,0.594,1.44,0.662
2107,108,"Isaiah Canaan, G",MURR,34,10.3,1.4,3,48,105,0.457,65,124.0,0.524,1.53,0.598
2108,109,"Ben Botts, G",IPFW,31,11.0,2.0,4,63,138,0.457,48,130.0,0.369,1.27,0.532
2109,110,"Chris Wroblewski, G",COR,31,8.9,1.6,4,51,112,0.455,36,88.0,0.409,1.39,0.563
2110,111,"Kyle Odister, G",CP,31,7.8,1.5,3,45,99,0.455,40,101.0,0.396,1.22,0.538
2111,112,"Dave Buchberger, G",LEH,31,6.2,1.2,3,38,84,0.452,27,51.0,0.529,1.42,0.622
2112,113,"Mike Evanovich, F",FAIR,32,6.9,1.7,4,55,122,0.451,18,41.0,0.439,1.36,0.617
2113,114,"Dwight Thorne II, G",COLO,30,7.5,1.1,2,32,71,0.451,34,75.0,0.453,1.53,0.562
2114,115,"Eric Hayes, G",MD,31,11.1,1.9,4,59,131,0.45,61,109.0,0.56,1.43,0.623
2115,116,"Austin Freeman, G",GTWN,32,16.7,1.8,4,58,129,0.45,139,243.0,0.572,1.44,0.608
2116,117,"Niko Scott, G",CLMB,28,9.3,1.8,4,49,109,0.45,33,75.0,0.44,1.41,0.579
2117,118,"Rudy Meo, G",UCRV,25,5.2,1.0,2,26,58,0.448,14,32.0,0.438,1.43,0.589
2118,119,"Jimmer Fredette, G",BYU,32,21.7,2.3,5,73,163,0.448,134,289.0,0.464,1.53,0.539
2119,120,"Justin Robinson, G",RID,33,13.3,1.9,4,64,143,0.448,82,203.0,0.404,1.27,0.514
2120,1,"Gary Clark, G",WAKE,32,10.9,1.6,3,52,94,0.553,69,141.0,0.489,1.49,0.626
2121,2,"Vertrail Vaughns, G",GMU,30,4.8,1.1,2,33,64,0.516,17,38.0,0.447,1.42,0.652
2122,3,"Jordan Dykstra, F",SDST,31,11.3,1.1,2,34,66,0.515,91,157.0,0.58,1.57,0.637
2123,4,"Jon Diebler, G",OSU,34,12.5,3.0,6,102,204,0.5,30,54.0,0.556,1.65,0.709
2124,5,"Scott Bamforth, G",WEB,30,12.0,2.4,5,73,146,0.5,38,90.0,0.422,1.53,0.625
2125,6,"Khalid Mutakabbir, G",PRE,31,13.5,1.6,3,49,98,0.5,99,218.0,0.454,1.32,0.546
2126,7,"Levi Knutson, G",COLO,34,12.0,2.1,4,72,146,0.493,73,131.0,0.557,1.48,0.653
2127,8,"Robert Nyakundi, F",SMU,31,14.8,2.9,6,89,184,0.484,62,136.0,0.456,1.43,0.611
2128,9,"Jordan Printy, G",INST,27,6.1,1.9,4,50,104,0.481,7,27.0,0.259,1.26,0.626
2129,10,"Ashton Gibbs, G",PITT,29,16.7,3.3,7,95,198,0.48,61,142.0,0.43,1.43,0.599
2130,11,"Garlon Green, G",TCU,33,11.2,1.5,3,49,103,0.476,86,176.0,0.489,1.32,0.572
2131,12,"Gabe Rogers, G",NAU,31,12.9,2.5,5,79,167,0.473,60,148.0,0.405,1.27,0.567
2132,13,"Doron Lamb, G",UK,33,13.0,1.8,4,60,127,0.472,86,165.0,0.521,1.47,0.603
2133,14,"Jonathan Lee, G",NE,31,11.8,1.1,2,34,72,0.472,80,155.0,0.516,1.61,0.577
2134,15,"Mike Felt, G",NDSU,27,6.3,1.6,3,42,89,0.472,12,32.0,0.375,1.4,0.62
2135,16,"Brian Green, G",USU,33,10.6,2.3,5,75,159,0.472,43,84.0,0.512,1.44,0.64
2136,17,"Noah States, F",FUR,27,10.7,1.5,3,41,87,0.471,64,118.0,0.542,1.41,0.612
2137,18,"Tom Fow, F",AFA,30,12.0,2.4,5,71,152,0.467,52,110.0,0.473,1.38,0.605
2138,19,"Nemanja Mitrovic, G",PORT,31,13.7,2.9,6,91,195,0.467,52,113.0,0.46,1.38,0.612
2139,20,"Coron Williams, G",RMU,32,7.1,1.5,3,48,103,0.466,33,74.0,0.446,1.28,0.593
2140,21,"Nikola Malesevic, F",URI,32,10.8,1.7,4,54,116,0.466,78,139.0,0.561,1.36,0.624
2141,22,"Justin Harper, F",RICH,34,17.9,2.1,5,73,157,0.465,150,254.0,0.591,1.48,0.631
2142,23,"Solomon Bozeman, G",UALR,35,16.5,1.8,4,64,138,0.464,85,205.0,0.415,1.69,0.528
2143,24,"Sherwood Brown, G",FGCU,27,7.0,1.1,2,31,67,0.463,33,80.0,0.413,1.29,0.541
2144,25,"Jelani Johnson, G-F",WIU,30,5.8,1.0,2,31,67,0.463,36,103.0,0.35,1.02,0.485
2145,26,"Keaton Nankivil, F",WIS,31,10.0,1.8,4,55,119,0.462,59,108.0,0.546,1.37,0.623
2146,27,"John Shurna, F",NW,29,16.5,2.3,5,67,145,0.462,89,176.0,0.506,1.49,0.59
2147,28,"Mickey McConnell, G",SMC,33,16.7,2.3,5,77,167,0.461,98,178.0,0.551,1.6,0.619
2148,29,"Christian Polk, G",UTEP,34,11.8,1.9,4,65,141,0.461,77,176.0,0.438,1.26,0.55
2149,30,"Matt Griffin, G",BU,34,6.5,1.6,3,53,115,0.461,16,55.0,0.291,1.3,0.562
2150,31,"Jeff Ledbetter, G",IDHO,31,12.5,3.0,7,94,204,0.461,27,58.0,0.466,1.48,0.641
2151,32,"Robert Covington, F",TNST,30,13.4,1.3,3,40,87,0.46,110,213.0,0.516,1.34,0.567
2152,33,"Jordan Campbell, G-F",BEL,34,8.4,2.2,5,74,161,0.46,22,34.0,0.647,1.46,0.682
2153,34,"Darius Miller, G",UK,33,11.3,1.5,3,51,111,0.459,84,163.0,0.515,1.36,0.586
2154,35,"Bryson Johnson, G",BUCK,33,11.7,2.9,6,96,209,0.459,17,38.0,0.447,1.57,0.652
2155,36,"Robert Goldsberry, G",CAN,26,6.4,1.1,2,28,61,0.459,11,35.0,0.314,1.73,0.552
2156,37,"Eric Platt, G",NAU,30,10.0,2.2,5,66,144,0.458,34,65.0,0.523,1.43,0.636
2157,38,"Mathis Monninghoff, F",GONZ,29,4.4,1.1,2,33,72,0.458,9,20.0,0.45,1.39,0.636
2158,39,"Travis Bader, G",OAK,34,10.5,2.7,6,92,201,0.458,28,69.0,0.406,1.32,0.615
2159,40,"Marcus Denmon, G",MIZ,33,17.1,2.4,5,80,176,0.455,116,211.0,0.55,1.46,0.61
2160,41,"Demetri McCamey, G",ILL,32,14.8,2.2,5,70,154,0.455,87,191.0,0.455,1.38,0.557
2161,42,"Quinn McDowell, G-F",W&M;,32,15.5,2.2,5,70,154,0.455,85,172.0,0.494,1.52,0.583
2162,43,"Greg Logins, F",CAN,30,11.8,1.6,4,49,108,0.454,85,177.0,0.48,1.24,0.556
2163,44,"Ryan Broekhoff, F",VALP,34,10.4,1.9,4,63,139,0.453,61,113.0,0.54,1.41,0.617
2164,45,"Leonard Hayes, G",STON,26,6.9,1.5,3,38,84,0.452,27,60.0,0.45,1.25,0.583
2165,46,"Jack Eggleston, F",PENN,28,13.2,1.1,3,32,71,0.451,106,203.0,0.522,1.35,0.562
2166,47,"Scott Suggs, G",WASH,29,7.2,1.6,3,45,100,0.45,31,58.0,0.534,1.33,0.623
2167,48,"Michael Tveidt, F",NDSU,29,15.3,1.4,3,40,89,0.449,122,243.0,0.502,1.34,0.548
2168,49,"Ben Botts, G",IPFW,30,13.7,2.0,5,61,136,0.449,79,160.0,0.494,1.39,0.576
2169,50,"Austin Morgan, G",YALE,28,12.6,1.9,4,54,121,0.446,49,114.0,0.43,1.5,0.553
2170,51,"Oliver McNally, G",HARV,29,10.2,1.3,3,37,83,0.446,42,78.0,0.538,1.83,0.606
2171,52,"Kyle Kuric, G-F",LOU,32,10.8,2.1,5,68,153,0.444,59,93.0,0.634,1.41,0.654
2172,53,"Matt Howard, F",BUT,31,16.7,1.4,3,44,99,0.444,121,234.0,0.517,1.56,0.562
2173,54,"Seth Curry, G",DUKE,34,9.5,1.8,4,61,138,0.442,36,91.0,0.396,1.41,0.557
2174,55,"Hollis Thompson, F",GTWN,31,8.0,1.2,3,38,86,0.442,52,93.0,0.559,1.39,0.609
2175,56,"Brandon Provost, G",TRGV,31,12.5,2.5,6,79,179,0.441,41,95.0,0.432,1.41,0.582
2176,57,"Tommy Freeman, F",OHIO,32,11.4,2.9,7,94,213,0.441,13,43.0,0.302,1.43,0.602
2177,58,"Brad Loesing, G",WOF,33,6.2,0.9,2,30,68,0.441,41,98.0,0.418,1.23,0.518
2178,59,"Scott Christopherson, G",ISU,31,13.7,2.8,6,86,195,0.441,66,162.0,0.407,1.19,0.546
2179,60,"Ben Hansbrough, G",ND,32,18.5,2.6,6,82,186,0.441,103,195.0,0.528,1.55,0.593
2180,61,"Darian Thibodeaux, G",HOU,30,8.3,2.0,4,59,134,0.44,30,61.0,0.492,1.28,0.608
2181,62,"Travis Hallam, G",DEN,30,8.6,1.3,3,40,91,0.44,51,108.0,0.472,1.3,0.558
2182,63,"Shawntez Patterson, F",TROY,26,7.4,1.7,4,43,98,0.439,29,78.0,0.372,1.1,0.531
2183,64,"Michael Harper, G",COPP,28,15.2,2.3,5,64,146,0.438,87,176.0,0.494,1.32,0.568
2184,65,"Rotnei Clarke, G",ARK,31,15.2,2.9,7,91,208,0.438,53,120.0,0.442,1.44,0.578
2185,66,"Dustin Ware, G",UGA,32,8.1,1.8,4,56,128,0.438,19,41.0,0.463,1.53,0.609
2186,67,"Trey Sumler, G",WCU,33,11.5,1.6,4,52,119,0.437,69,142.0,0.486,1.45,0.563
2187,68,"Brian Stafford, G",DEN,30,12.9,2.1,5,62,142,0.437,56,101.0,0.554,1.6,0.613
2188,69,"Ian Clark, G",BEL,34,12.4,2.1,5,72,165,0.436,77,139.0,0.554,1.39,0.609
2189,70,"Nemanja Mikic, F",GW,31,8.1,2.4,6,75,172,0.436,11,33.0,0.333,1.23,0.602
2190,71,"Ryne Smith, G",PUR,32,6.0,1.6,4,50,115,0.435,9,14.0,0.643,1.48,0.651
2191,72,"Sam Mills, G",LAS,32,5.4,0.9,2,30,69,0.435,33,86.0,0.384,1.11,0.503
2192,73,"Danny Rubin, G",BC,27,4.4,1.2,3,33,76,0.434,7,18.0,0.389,1.27,0.601
2193,74,"Chris Kaba, F",UNCO,31,9.5,1.5,3,46,106,0.434,36,112.0,0.321,1.35,0.482
2194,75,"Justin Dehm, G",FUR,32,6.1,1.4,3,46,106,0.434,17,43.0,0.395,1.3,0.577
2195,76,"Corey Stokes, G",NOVA,28,15.0,3.0,7,85,196,0.434,41,89.0,0.461,1.47,0.591
2196,77,"Jordan Taylor, G",WIS,31,18.1,2.1,5,65,150,0.433,116,250.0,0.464,1.41,0.534
2197,78,"Chris Wroblewski, G",COR,26,14.2,2.0,5,52,120,0.433,58,159.0,0.365,1.32,0.487
2198,79,"Shawn Vanzant, G",BUT,32,8.1,0.9,2,29,67,0.433,62,128.0,0.484,1.33,0.541
2199,80,"Andrey Semenov, F",JMU,31,7.5,1.0,2,32,74,0.432,39,89.0,0.438,1.44,0.534
2200,81,"Josh Bedwell, G",SAM,31,8.3,1.6,4,51,118,0.432,25,47.0,0.532,1.56,0.615
2201,82,"Justin Robinson, G",RID,33,15.3,2.6,6,86,199,0.432,74,177.0,0.418,1.34,0.54
2202,83,"Malcolm Grant, G",MIA,33,14.9,2.7,6,89,206,0.432,57,145.0,0.393,1.4,0.543
2203,84,"William Buford, G",OSU,33,14.4,1.6,4,53,123,0.431,131,268.0,0.489,1.21,0.538
2204,85,"Gokhan Sirin, F",CHAR,29,3.3,1.0,2,28,65,0.431,3,10.0,0.3,1.28,0.6
2205,86,"Jared Stohl, G",PORT,31,13.8,2.8,7,87,202,0.431,43,99.0,0.434,1.42,0.576
2206,87,"Andre Dawkins, G",DUKE,34,7.9,1.7,4,59,137,0.431,31,50.0,0.62,1.44,0.639
2207,88,"Mike Black, G",ALBY,28,12.3,1.4,3,40,93,0.43,83,175.0,0.474,1.29,0.534
2208,89,"Kendall Williams, G",UNM,33,11.2,1.5,3,49,114,0.43,64,132.0,0.485,1.5,0.559
2209,90,"Griffan Callahan, G-F",SDST,31,8.8,1.8,4,55,128,0.43,29,57.0,0.509,1.48,0.603
2210,91,"Clint Steindl, G-F",SMC,33,6.7,1.8,4,58,135,0.43,21,48.0,0.438,1.21,0.59
2211,92,"Nick Kellogg, G",OHIO,33,7.7,1.8,4,58,135,0.43,21,55.0,0.382,1.34,0.568
2212,93,"Tony Meier, F",MILW,32,11.8,1.9,4,61,142,0.43,58,99.0,0.586,1.57,0.62
2213,94,"Jeremy Green, G",STAN,31,16.7,2.8,7,88,205,0.429,85,204.0,0.417,1.27,0.531
2214,95,"Antonio Barton, G",MEM,34,7.9,1.1,3,39,91,0.429,49,101.0,0.485,1.41,0.56
2215,96,"Alex Wolf, G",WMU,31,4.6,1.1,2,33,77,0.429,6,17.0,0.353,1.53,0.59
2216,97,"Jordin Mayes, G",ARIZ,34,4.6,1.0,2,33,77,0.429,24,58.0,0.414,1.17,0.544
2217,98,"Tim Ambrose, G",ALBY,32,16.6,1.9,5,62,145,0.428,130,277.0,0.469,1.26,0.528
2218,99,"Terrance Hill, G",L-IL,31,11.9,1.7,4,53,124,0.427,71,191.0,0.372,1.17,0.478
2219,100,"Josh Brown, G",TOWS,30,10.6,1.6,4,47,110,0.427,68,145.0,0.469,1.25,0.543
2220,1,"Gary Clark, G",WAKE,32,10.9,1.6,3,52,94,0.553,69,141.0,0.489,1.49,0.626
2221,2,"Vertrail Vaughns, G",GMU,30,4.8,1.1,2,33,64,0.516,17,38.0,0.447,1.42,0.652
2222,3,"Jordan Dykstra, F",SDST,31,11.3,1.1,2,34,66,0.515,91,157.0,0.58,1.57,0.637
2223,4,"Jon Diebler, G",OSU,34,12.5,3.0,6,102,204,0.5,30,54.0,0.556,1.65,0.709
2224,5,"Scott Bamforth, G",WEB,30,12.0,2.4,5,73,146,0.5,38,90.0,0.422,1.53,0.625
2225,6,"Khalid Mutakabbir, G",PRE,31,13.5,1.6,3,49,98,0.5,99,218.0,0.454,1.32,0.546
2226,7,"Levi Knutson, G",COLO,34,12.0,2.1,4,72,146,0.493,73,131.0,0.557,1.48,0.653
2227,8,"Robert Nyakundi, F",SMU,31,14.8,2.9,6,89,184,0.484,62,136.0,0.456,1.43,0.611
2228,9,"Jordan Printy, G",INST,27,6.1,1.9,4,50,104,0.481,7,27.0,0.259,1.26,0.626
2229,10,"Ashton Gibbs, G",PITT,29,16.7,3.3,7,95,198,0.48,61,142.0,0.43,1.43,0.599
2230,11,"Garlon Green, G",TCU,33,11.2,1.5,3,49,103,0.476,86,176.0,0.489,1.32,0.572
2231,12,"Gabe Rogers, G",NAU,31,12.9,2.5,5,79,167,0.473,60,148.0,0.405,1.27,0.567
2232,13,"Doron Lamb, G",UK,33,13.0,1.8,4,60,127,0.472,86,165.0,0.521,1.47,0.603
2233,14,"Jonathan Lee, G",NE,31,11.8,1.1,2,34,72,0.472,80,155.0,0.516,1.61,0.577
2234,15,"Mike Felt, G",NDSU,27,6.3,1.6,3,42,89,0.472,12,32.0,0.375,1.4,0.62
2235,16,"Brian Green, G",USU,33,10.6,2.3,5,75,159,0.472,43,84.0,0.512,1.44,0.64
2236,17,"Noah States, F",FUR,27,10.7,1.5,3,41,87,0.471,64,118.0,0.542,1.41,0.612
2237,18,"Tom Fow, F",AFA,30,12.0,2.4,5,71,152,0.467,52,110.0,0.473,1.38,0.605
2238,19,"Nemanja Mitrovic, G",PORT,31,13.7,2.9,6,91,195,0.467,52,113.0,0.46,1.38,0.612
